ILOC_CODE_2016,Negative_Nil_income_M,Negative_Nil_income_F,Negative_Nil_income_P,PI1_149_M,PI1_149_F,PI1_149_P,PI150_299_M,PI150_299_F,PI150_299_P,PI300_399_M,PI300_399_F,PI300_399_P,PI400_499_M,PI400_499_F,PI400_499_P,PI500_649_M,PI500_649_F,PI500_649_P,PI650_799_M,PI650_799_F,PI650_799_P,PI800_999_M,PI800_999_F,PI800_999_P,PI1000_more_M,PI1000_more_F,PI1000_more_P,Personal_income_nsM,Personal_income_nsF,Personal_income_nsP,Tot_M,Tot_F,Tot_P
ILOC30800201,17,22,44,15,11,19,28,26,53,18,26,48,19,27,52,10,30,40,11,20,32,21,16,36,29,11,48,16,21,38,191,213,403
ILOC30800202,9,17,21,3,3,11,7,21,27,10,16,23,9,20,28,12,5,18,12,6,15,7,5,9,23,18,38,9,8,13,94,123,211
ILOC30800301,52,42,93,25,7,33,52,28,79,27,43,72,37,33,68,22,38,57,10,22,34,17,11,28,28,25,48,26,17,45,291,270,561
ILOC30800401,12,13,25,4,5,6,12,11,22,6,22,27,7,11,20,4,19,22,6,11,20,10,0,15,24,11,37,8,11,13,92,106,200
ILOC30800501,53,4,62,4,5,13,13,7,21,12,19,24,3,6,12,0,8,11,8,3,13,11,3,16,14,3,15,3,3,6,117,67,188
ILOC30800502,10,12,20,0,7,7,15,24,39,22,23,47,12,16,24,11,11,21,7,14,28,9,7,17,10,6,14,11,11,24,111,128,242
ILOC30800601,166,217,383,49,77,128,143,160,304,96,179,271,73,133,207,66,167,230,99,136,229,131,124,254,423,199,622,63,67,128,1305,1455,2760
ILOC30800701,14,16,33,4,11,16,18,14,35,9,17,25,7,17,25,10,21,30,3,14,20,7,3,13,36,19,56,7,9,16,121,139,262
ILOC30800801,9,27,34,3,5,4,5,9,22,7,17,21,7,12,14,3,11,16,8,3,9,7,0,12,36,9,48,3,6,12,87,100,193
ILOC30800901,75,37,112,39,29,65,341,256,595,74,139,213,38,75,108,48,69,118,58,48,103,46,48,90,21,54,79,30,24,50,757,773,1533
ILOC30801001,15,20,33,15,18,32,18,19,34,13,38,54,5,20,26,16,27,42,16,24,45,15,12,31,45,19,59,15,8,23,181,203,385
ILOC30801101,27,43,73,6,19,24,24,30,54,15,21,41,13,19,28,3,24,25,15,21,37,23,8,22,64,29,90,23,20,40,210,231,438
ILOC30801201,280,222,501,91,123,219,217,248,464,92,188,281,101,184,286,90,231,324,101,186,288,135,167,301,437,286,723,74,99,169,1624,1933,3555
ILOC30801301,239,228,465,101,117,220,246,241,490,168,228,400,127,240,367,116,228,349,121,174,298,142,146,293,432,326,759,118,131,247,1817,2061,3876
ILOC30801401,9,9,24,3,7,8,7,8,20,13,10,20,6,15,23,8,17,23,9,5,18,9,12,16,15,8,24,4,0,7,85,92,178
ILOC30801402,12,6,20,5,3,10,4,11,19,8,5,12,0,9,7,3,8,15,3,8,14,6,8,11,17,20,40,433,102,533,498,181,673
ILOC30801501,8,13,24,3,5,11,7,21,26,14,21,30,11,24,35,11,9,25,21,13,34,12,11,22,22,9,33,12,6,20,125,130,257
ILOC30801502,3,0,7,0,0,0,15,9,19,3,6,13,0,3,3,0,3,3,0,0,4,0,0,0,0,0,0,18,8,26,41,29,70
ILOC30801503,11,11,27,7,11,16,8,13,18,4,8,13,4,17,22,9,7,11,12,12,28,8,7,15,10,8,15,7,8,12,85,90,173
ILOC39499494,28,21,45,15,12,32,102,84,177,71,39,116,46,29,77,19,11,31,14,14,25,3,7,12,44,13,55,106,46,152,447,270,714
ILOC39799797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ILOC40100101,7,11,13,4,6,9,14,13,28,3,14,18,8,10,16,4,3,10,5,6,13,6,3,9,14,18,29,65,9,72,123,88,214
ILOC40100102,11,10,24,5,10,15,13,5,21,6,8,15,12,10,17,4,10,12,7,3,11,5,4,13,23,17,37,4,4,13,92,86,179
ILOC40100201,11,3,12,6,4,7,7,3,11,3,3,8,0,3,3,3,4,14,3,5,7,10,8,16,24,13,42,3,0,3,70,56,125
ILOC40100202,10,9,16,3,11,13,9,8,17,14,12,24,3,7,15,3,13,19,10,9,22,8,12,19,32,22,54,10,8,13,106,112,214
ILOC40100301,29,45,76,13,13,25,24,17,38,11,17,23,21,9,31,10,17,30,21,18,41,18,13,27,41,32,77,9,8,18,198,187,389
ILOC40100401,4,10,16,7,8,11,19,20,37,11,11,16,6,14,19,4,12,10,4,3,7,3,0,3,3,7,5,15,3,18,63,79,144
ILOC40100402,12,6,18,3,5,6,12,15,30,17,18,36,4,3,13,8,11,16,3,0,8,7,8,16,16,7,24,11,12,19,96,86,189
ILOC40100501,28,13,45,0,5,13,15,12,26,10,14,28,8,12,18,4,14,21,3,8,17,11,10,17,24,26,48,8,6,15,107,126,233
ILOC40100502,10,12,25,0,0,3,6,16,18,5,16,21,8,10,14,10,7,16,4,3,13,0,6,8,21,14,33,0,0,4,68,85,157
ILOC40100601,15,17,32,6,8,12,20,15,28,12,11,26,5,10,18,9,9,10,4,8,20,6,12,17,30,33,60,8,10,23,103,144,248
ILOC40100602,17,9,23,0,5,6,13,18,32,5,6,9,5,10,23,14,14,23,0,8,11,7,7,16,18,21,39,0,5,5,85,102,192
ILOC40100603,12,11,24,0,6,13,27,17,50,13,28,39,7,10,18,10,13,28,10,10,23,12,3,17,18,24,43,6,13,15,125,141,265
ILOC40100604,16,8,30,14,15,22,32,34,66,20,20,42,15,20,28,11,18,30,18,19,38,15,13,27,45,41,81,17,13,28,193,201,393
ILOC40100701,26,27,47,10,17,29,29,30,61,19,35,61,17,30,46,16,27,44,22,16,42,17,21,35,41,24,62,23,11,36,225,241,466
ILOC40100801,17,21,35,7,6,10,13,24,35,8,15,25,4,22,29,10,21,30,4,11,15,12,4,21,27,21,39,7,7,17,103,152,262
ILOC40100901,11,14,24,8,0,14,7,12,14,5,13,15,3,15,16,6,5,13,3,11,8,9,3,12,35,29,70,4,4,6,87,102,190
ILOC40100902,31,30,61,14,5,22,35,17,52,10,19,34,19,24,46,14,15,25,12,13,23,17,26,41,49,43,94,12,10,17,206,208,409
ILOC40101001,7,10,13,6,3,16,7,15,22,0,11,14,7,14,22,7,17,22,3,3,12,5,3,8,10,6,17,11,7,13,65,84,152
ILOC40101002,8,9,20,7,3,8,11,6,11,3,3,6,7,14,18,6,3,9,3,5,7,3,3,5,18,3,22,24,8,29,85,59,143
ILOC40101101,36,28,66,15,8,19,26,32,61,11,19,29,18,19,34,9,25,33,10,14,27,9,9,19,18,24,46,14,8,20,177,187,366
ILOC40101102,7,8,20,4,7,13,11,22,30,10,18,29,5,14,20,5,10,19,7,13,21,9,7,14,31,26,56,9,3,12,102,123,227
ILOC40101103,12,6,18,3,4,5,5,3,11,3,3,12,3,5,6,10,8,20,4,3,5,11,6,9,23,10,35,0,0,0,69,57,127
ILOC40101201,29,28,57,18,17,30,48,36,84,38,47,81,15,41,55,16,45,59,24,20,43,29,17,52,38,30,69,94,23,120,346,306,654
ILOC40101301,3,0,3,0,0,0,3,3,11,3,8,8,8,6,9,0,3,4,0,3,3,4,4,6,3,9,7,0,0,0,28,34,62
ILOC40101302,9,4,14,4,0,5,11,8,20,9,12,20,9,11,18,4,4,8,4,3,11,10,3,13,10,4,9,3,3,3,64,58,124
ILOC40101303,3,13,12,0,3,0,6,14,16,13,10,15,3,5,7,3,3,5,3,0,6,0,0,0,0,0,0,3,3,6,31,42,70
ILOC40101401,54,58,110,13,27,45,54,54,107,34,52,86,20,38,63,20,65,77,28,39,68,36,39,74,85,55,143,18,22,40,361,446,812
ILOC40101402,22,20,42,10,14,26,32,18,51,14,31,40,13,19,27,6,20,28,19,14,33,13,12,16,26,21,49,8,13,18,156,179,334
ILOC40101403,36,29,62,8,16,31,23,25,48,9,17,27,14,22,43,17,27,42,10,26,31,14,9,26,46,33,81,16,9,26,194,220,412
ILOC40101501,35,33,69,9,9,21,36,32,71,21,27,44,11,25,37,26,56,80,24,28,51,18,19,37,24,21,42,11,15,20,213,249,464
ILOC40101502,30,23,55,11,9,19,25,19,46,15,23,34,6,29,36,12,19,37,5,15,18,20,26,40,45,34,77,11,6,17,180,201,378
ILOC40101503,49,45,96,13,19,35,68,71,138,39,50,83,31,60,92,37,47,77,30,34,61,24,18,43,36,34,68,28,36,67,354,415,765
ILOC40101504,14,13,25,3,3,9,15,12,32,10,11,25,10,11,19,7,20,21,7,15,26,10,15,22,31,22,52,7,3,11,114,122,242
ILOC40101601,40,36,74,23,17,43,29,35,67,20,22,44,30,31,56,19,27,44,13,7,27,11,17,33,61,57,125,32,14,44,277,278,555
ILOC40101602,35,27,63,5,7,16,28,26,49,19,36,54,11,28,37,9,25,35,10,24,35,12,18,32,25,40,64,121,60,186,277,282,563
ILOC40101603,16,14,29,5,10,18,24,24,47,18,18,34,12,20,34,12,16,25,6,15,22,4,15,21,19,26,39,9,10,19,133,164,292
ILOC40101604,14,7,22,6,8,11,44,19,60,11,25,36,7,21,34,3,9,17,9,6,14,10,8,16,7,20,28,8,4,17,121,124,248
ILOC40101605,6,13,18,3,4,13,22,15,41,12,25,43,16,21,30,6,10,14,13,12,31,14,3,18,11,22,36,13,7,20,127,141,264
ILOC40101701,8,10,13,0,3,3,19,13,34,6,13,21,8,6,17,0,10,8,6,11,20,8,9,14,11,6,18,0,5,4,61,83,141
ILOC40101801,26,31,53,16,13,27,20,32,52,22,35,56,19,30,50,10,34,44,16,13,25,17,26,39,32,33,65,9,16,23,193,251,440
ILOC40101802,19,15,28,5,8,11,16,21,38,11,16,29,7,16,23,8,22,29,14,10,21,12,12,25,25,12,41,6,7,15,127,134,262
ILOC40101803,27,22,52,8,9,21,21,32,52,20,29,57,10,22,35,17,24,37,9,18,25,14,20,39,39,50,86,16,20,35,197,242,440
ILOC40101804,44,40,81,10,13,29,30,30,57,29,24,55,23,34,56,22,37,61,24,33,54,31,19,48,85,60,144,19,13,38,320,302,625
ILOC40101901,19,16,40,11,9,21,28,23,53,19,28,49,17,21,31,13,23,29,21,13,38,18,13,34,49,16,66,57,15,69,254,177,429
ILOC40101902,18,14,30,17,11,33,22,22,48,8,31,41,11,22,40,6,13,22,9,15,31,15,16,34,24,19,42,8,18,31,151,196,345
ILOC40102001,34,34,71,20,33,50,40,39,82,28,29,54,31,42,73,8,34,48,29,38,61,24,25,47,85,50,137,18,11,25,309,333,643
ILOC40102101,3,15,21,3,3,9,3,11,11,3,3,11,5,0,8,4,4,6,3,0,3,3,3,5,8,14,27,4,4,8,44,58,103
ILOC40102102,13,16,32,11,5,19,17,16,36,12,11,23,12,14,26,7,16,22,7,4,14,10,9,13,30,29,64,3,8,15,125,137,262
ILOC40102103,7,6,9,0,3,6,10,8,12,5,4,10,3,5,5,14,6,21,4,0,6,4,4,9,13,19,35,3,0,3,60,64,128
ILOC40102201,10,15,27,7,4,10,3,8,12,15,14,25,11,8,17,9,15,21,16,11,24,3,3,6,12,3,17,5,7,11,80,89,173
ILOC40102301,20,7,28,10,19,37,16,24,41,17,22,41,6,17,29,10,11,17,10,14,22,10,3,17,15,19,37,11,10,18,133,147,274
ILOC40102302,4,0,4,0,0,0,9,8,21,8,11,15,0,9,4,0,3,3,3,0,3,0,0,0,3,3,4,4,3,3,30,32,64
ILOC40102303,4,4,11,6,3,4,8,10,24,11,16,27,7,8,16,4,10,17,8,3,14,3,3,11,18,7,18,3,3,8,73,68,147
ILOC40200101,10,11,18,0,3,5,75,94,170,18,22,35,4,10,21,8,3,13,6,7,11,3,0,3,3,0,3,18,13,30,145,164,311
ILOC40200102,0,3,3,0,0,0,5,3,11,0,3,3,0,3,5,0,6,6,0,0,4,0,0,3,0,0,0,6,4,12,23,25,44
ILOC40200103,7,3,9,3,4,10,33,38,70,10,11,20,3,9,10,3,4,5,4,8,5,0,0,0,0,0,0,16,16,31,77,88,168
ILOC40200104,0,4,7,0,0,0,10,20,30,3,3,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,27,33,63
ILOC40200105,10,4,15,0,3,8,48,34,83,11,18,35,3,3,4,4,3,5,5,0,4,0,0,0,0,3,3,18,22,34,105,96,193
ILOC40200106,6,4,10,0,0,0,9,12,20,8,3,6,3,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,31,25,58
ILOC40200107,3,0,3,3,0,7,36,37,74,7,4,11,0,3,8,0,3,3,0,0,0,0,0,0,0,0,0,21,19,43,70,77,155
ILOC40200108,3,0,3,0,3,7,22,16,43,7,15,27,0,0,0,0,3,3,0,0,3,3,0,4,0,0,0,14,20,29,54,66,115
ILOC40200109,15,23,35,5,4,8,56,50,107,11,20,36,17,21,43,3,17,23,0,8,6,0,0,0,0,3,3,17,11,28,136,159,292
ILOC40200110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC40200201,10,5,18,3,3,6,12,9,24,14,22,32,4,5,13,3,10,13,3,10,20,6,7,14,8,19,28,6,12,24,70,109,183
ILOC40200202,0,0,0,0,0,0,6,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,17,14,17,28
ILOC40200301,6,0,6,0,4,6,12,10,20,3,5,5,3,5,3,0,3,4,0,0,0,0,0,0,0,0,0,3,7,18,34,39,68
ILOC40200302,0,0,0,0,0,0,6,5,13,0,3,6,7,0,3,7,0,10,0,0,0,0,0,0,0,0,4,10,8,16,32,21,49
ILOC40200303,3,0,9,0,0,0,13,8,21,5,0,8,4,3,11,14,5,21,3,3,10,4,5,11,36,7,44,6,3,12,93,49,137
ILOC40200304,3,3,3,0,0,0,3,5,10,3,4,8,3,3,4,0,3,7,0,0,0,0,0,0,4,0,6,0,5,11,23,25,47
ILOC40200305,4,4,8,0,0,3,3,0,3,3,3,3,0,0,0,0,3,3,0,3,7,0,3,5,44,5,49,0,0,0,56,23,78
ILOC40200401,30,48,79,26,17,40,53,63,115,42,60,103,31,38,72,12,34,44,9,17,27,15,14,29,39,32,68,40,25,66,297,338,637
ILOC40200402,4,4,4,3,3,12,3,3,5,8,8,17,10,10,17,0,3,3,3,10,13,5,9,16,10,8,15,8,6,11,49,60,107
ILOC40200501,0,3,3,0,0,0,20,30,51,3,5,8,0,0,3,0,3,0,0,0,3,0,0,0,3,3,3,23,28,45,58,69,122
ILOC40200502,26,64,91,22,18,38,66,62,124,43,65,104,38,46,76,23,41,60,23,36,66,17,34,58,64,52,117,216,58,278,542,483,1023
ILOC40200503,3,0,3,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,0,0,0,13,11,28
ILOC40200504,25,21,44,12,12,20,20,28,51,25,29,57,17,30,50,6,18,32,19,18,39,7,11,19,36,22,56,26,24,55,194,219,411
ILOC40200505,4,5,16,5,5,14,4,4,16,3,8,11,7,5,13,4,10,13,3,7,6,3,4,9,25,22,45,4,7,11,69,83,152
ILOC40200601,37,34,75,19,13,30,56,65,122,46,47,96,21,37,57,12,32,45,4,30,34,10,17,28,57,48,105,30,29,60,292,356,648
ILOC40300101,18,9,27,3,5,12,15,13,32,9,21,29,3,9,17,7,9,17,8,11,18,12,10,18,25,26,52,6,9,15,108,123,232
ILOC40300102,0,0,0,0,0,0,8,6,16,3,7,12,0,5,5,3,4,4,3,0,4,0,0,0,0,0,0,13,20,37,30,48,73
ILOC40300103,14,7,18,0,3,5,0,8,9,11,5,18,5,9,14,0,3,3,0,4,3,0,3,0,7,3,8,18,15,28,53,59,109
ILOC40300104,0,0,0,0,0,0,0,0,0,0,7,4,0,3,3,0,3,4,0,0,3,0,0,3,0,4,6,23,18,37,28,36,66
ILOC40300201,10,9,22,3,5,13,12,10,22,6,13,25,4,11,14,5,0,9,3,0,6,5,3,10,19,22,35,67,19,86,144,100,242
ILOC40300202,0,0,0,0,0,0,3,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,20,13,34,27,20,46
ILOC40300203,0,0,0,0,0,0,0,5,9,4,3,3,3,3,7,3,0,3,3,3,8,0,3,0,4,4,10,13,8,22,34,25,57
ILOC40300204,4,6,6,8,3,6,15,15,30,0,5,6,0,0,3,3,0,3,3,0,6,0,0,0,3,3,7,40,39,74,78,72,151
ILOC40300301,25,30,49,8,13,21,47,23,69,20,28,43,12,35,51,14,35,46,17,23,36,18,12,30,32,25,56,23,25,47,215,245,457
ILOC49499494,15,3,21,13,3,10,53,38,95,17,13,29,16,13,28,3,10,8,3,3,5,0,0,0,3,3,8,12,13,24,129,92,223
ILOC49799797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50100101,41,41,79,13,14,25,54,44,99,35,53,88,17,32,42,21,35,62,10,30,40,12,27,38,91,78,161,126,69,196,419,416,838
ILOC50100102,21,18,41,9,6,18,26,17,43,7,15,22,8,16,24,7,12,16,5,15,17,16,27,38,75,75,144,8,9,23,188,204,392
ILOC50100103,4,6,7,3,0,3,17,14,35,4,4,12,10,12,16,0,9,9,4,0,3,0,3,8,18,10,30,4,5,9,65,71,131
ILOC50100104,43,39,80,5,14,21,31,37,65,16,40,58,19,29,52,20,38,55,12,23,37,24,25,48,66,103,170,34,35,70,277,381,661
ILOC50100201,16,15,36,3,0,5,29,26,56,7,27,37,3,9,15,7,4,12,3,10,12,6,13,12,3,3,6,17,8,25,95,117,217
ILOC50100202,11,4,19,3,4,3,21,22,42,4,14,19,10,9,16,3,7,11,9,0,12,3,0,3,9,7,14,15,25,42,80,96,180
ILOC50100203,15,23,36,15,8,24,86,96,183,18,38,53,8,15,25,9,17,29,0,7,9,0,3,8,5,8,12,9,4,13,167,208,380
ILOC50100206,15,6,23,3,0,7,31,20,52,24,22,39,7,11,22,7,5,15,5,7,17,0,6,6,14,3,18,20,12,33,127,98,229
ILOC50200101,33,41,72,14,16,27,28,38,64,25,27,48,18,34,47,10,31,45,24,17,40,10,22,34,46,51,95,33,34,70,245,298,547
ILOC50200102,0,0,7,0,4,3,31,29,62,3,6,9,4,9,12,0,5,3,0,0,0,3,0,3,0,0,0,4,3,10,50,59,109
ILOC50200201,9,11,18,0,0,0,8,11,20,3,3,9,3,3,10,3,3,7,3,3,7,0,4,3,15,11,23,12,8,26,59,66,121
ILOC50200202,6,3,10,0,0,0,13,9,18,4,6,15,3,5,8,4,3,7,0,0,0,0,3,5,5,3,7,5,3,6,34,42,77
ILOC50200301,0,0,3,0,3,3,3,5,3,3,0,3,0,0,3,0,3,3,0,0,3,0,0,0,10,3,8,0,0,0,13,22,34
ILOC50200302,0,3,9,3,3,4,10,12,25,0,3,10,4,3,6,0,5,7,3,3,8,0,4,9,10,10,16,3,3,6,37,54,92
ILOC50200303,8,8,13,3,4,3,15,13,23,12,13,22,3,9,14,3,3,3,0,7,6,3,6,4,10,10,17,3,0,3,65,61,124
ILOC50200401,57,45,99,26,27,51,58,44,103,26,69,95,24,45,66,17,48,61,17,22,40,18,34,50,78,62,138,38,58,103,359,449,812
ILOC50200402,30,33,64,4,16,16,21,14,31,7,20,31,5,24,29,11,12,25,4,15,21,9,14,25,67,38,103,205,64,268,366,247,615
ILOC50200403,27,37,64,7,13,22,61,31,91,22,41,58,12,26,43,17,36,48,15,20,33,17,20,33,39,51,92,35,28,66,244,305,549
ILOC50200404,30,32,63,12,8,20,27,21,52,20,20,36,18,31,44,0,13,17,3,21,27,9,16,21,46,31,79,6,14,19,183,199,380
ILOC50200501,25,15,42,6,9,11,19,22,45,8,14,29,7,10,20,6,14,18,0,4,4,4,6,15,30,15,45,16,20,34,129,131,259
ILOC50200601,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,5,0,0,4,8,10,19
ILOC50200602,11,13,23,3,4,4,22,20,40,12,18,27,11,17,22,7,14,14,3,8,10,6,6,8,15,9,23,14,12,26,90,113,201
ILOC50200701,0,0,0,0,0,0,11,3,18,0,8,8,0,4,4,0,6,5,0,0,0,0,3,3,3,0,3,19,13,31,38,31,72
ILOC50200702,3,3,4,0,0,0,10,6,8,3,8,13,3,3,6,4,3,3,7,0,6,9,3,7,16,7,22,0,3,6,49,32,83
ILOC50300101,20,18,40,7,13,15,13,13,29,16,22,35,13,15,21,5,11,18,7,18,21,5,6,15,33,16,48,17,22,47,142,156,298
ILOC50300102,22,31,52,4,0,7,11,6,10,0,6,4,4,5,5,0,0,6,0,3,3,0,0,0,12,8,21,9,3,12,57,63,118
ILOC50300201,15,11,28,4,4,3,8,8,14,4,12,16,0,6,12,3,0,10,0,4,4,3,7,5,6,13,16,0,5,10,50,76,121
ILOC50300202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300203,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,3,3,0,3,12,5,16
ILOC50300204,10,3,15,3,0,4,3,0,3,3,3,3,3,3,5,0,3,6,3,5,7,0,0,0,23,7,28,3,3,4,48,26,77
ILOC50300205,3,3,12,0,0,0,5,8,12,0,0,5,0,4,6,0,3,7,0,3,3,0,0,0,6,0,8,0,0,0,22,28,46
ILOC50300206,3,3,5,0,0,0,3,0,3,3,5,9,3,0,6,0,0,0,0,4,4,0,0,3,3,0,3,4,3,11,22,24,46
ILOC50300301,79,100,172,30,39,68,74,72,148,51,75,127,48,90,139,18,52,68,25,53,80,29,44,71,174,118,291,110,81,187,629,728,1351
ILOC50300302,4,3,10,0,0,0,6,12,12,0,3,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,36
ILOC50300401,0,0,3,0,0,0,5,8,13,4,0,4,0,0,0,3,0,3,0,4,3,0,3,5,0,3,3,0,0,0,14,19,35
ILOC50300402,0,3,4,3,0,3,18,16,32,3,3,8,3,4,11,0,0,0,0,0,0,0,0,3,0,0,3,24,23,45,52,56,112
ILOC50300403,0,0,3,0,5,5,5,8,14,8,12,18,7,3,15,0,3,5,0,0,0,0,0,0,0,0,0,10,5,21,36,47,79
ILOC50300404,4,9,13,0,0,0,33,21,49,0,15,12,7,14,16,3,3,6,0,3,3,0,3,3,18,4,20,30,35,61,91,99,189
ILOC50300405,3,3,9,3,7,4,10,6,20,0,11,10,0,0,0,0,0,5,0,3,3,0,0,3,0,0,0,0,0,0,21,31,53
ILOC50300406,0,0,0,0,3,3,17,12,28,0,4,5,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,30,29,57,43,56,105
ILOC50300407,3,0,3,3,4,5,11,12,20,7,7,10,0,3,8,0,3,3,0,0,0,0,0,0,0,0,0,24,18,46,51,44,93
ILOC50300408,0,6,7,7,8,19,17,26,44,3,10,14,4,3,8,3,0,7,0,0,3,0,0,0,0,0,0,32,33,73,74,94,169
ILOC50300501,8,5,7,0,0,0,15,11,24,5,8,11,3,10,6,0,3,7,3,6,4,4,5,9,9,4,12,7,6,13,41,56,99
ILOC50300502,4,0,9,0,0,0,6,3,13,0,6,6,0,3,7,8,6,15,0,3,10,0,3,3,14,4,18,5,0,6,44,35,77
ILOC50300503,4,3,6,0,3,3,32,29,64,10,13,30,3,3,4,7,0,8,0,0,0,0,0,0,0,3,3,4,3,4,60,62,127
ILOC50300601,7,9,16,9,5,13,62,68,126,40,38,76,11,25,39,3,4,11,3,0,5,0,3,3,0,0,4,35,40,77,172,195,362
ILOC50300701,4,3,8,11,5,19,29,34,60,15,15,23,7,4,7,0,3,3,3,3,3,0,5,6,9,6,11,3,3,5,69,82,157
ILOC50400101,3,3,8,9,13,18,9,11,17,3,7,13,0,0,0,0,3,3,0,4,3,0,0,0,11,3,12,15,5,20,53,42,98
ILOC50400102,3,0,6,0,0,0,10,6,12,0,3,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,3,0,5,19,13,34
ILOC50400103,18,9,27,14,14,25,35,49,79,10,20,31,7,10,16,11,4,12,3,0,5,3,3,6,3,3,3,8,8,17,100,125,228
ILOC50400201,4,4,7,18,25,45,33,28,62,3,8,8,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,47,35,85,111,106,209
ILOC50400202,3,3,6,0,0,0,0,9,6,3,4,5,3,0,7,0,4,10,3,4,5,4,3,3,12,4,11,0,0,0,31,28,57
ILOC50400203,3,3,8,3,6,11,8,14,24,3,9,10,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,27,16,40,44,50,96
ILOC50400204,0,3,3,0,4,4,11,10,22,3,9,14,0,0,3,0,0,0,0,0,0,3,0,3,0,3,5,16,18,39,40,48,91
ILOC50400205,0,0,4,0,4,9,14,16,24,6,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,12,29,37,66
ILOC50400301,25,18,42,8,6,13,49,40,86,18,34,50,16,30,52,13,20,34,0,10,12,3,14,11,20,29,45,37,51,91,191,250,447
ILOC50400302,13,3,15,0,8,8,33,32,65,10,21,29,3,9,5,0,8,8,0,4,3,0,3,3,0,3,3,9,14,25,70,93,164
ILOC50400303,0,4,3,7,0,7,7,14,18,10,10,16,7,0,9,0,0,0,0,0,3,0,0,0,0,4,3,13,8,26,42,43,82
ILOC50400401,5,11,17,3,3,12,36,28,64,4,19,23,11,5,15,4,9,17,3,0,4,3,3,3,3,0,3,38,24,70,116,110,226
ILOC50400501,12,11,27,0,4,6,61,52,108,19,35,53,4,14,21,3,6,13,0,6,7,3,3,4,0,0,3,8,14,21,123,144,262
ILOC50400601,38,30,64,11,18,29,33,40,70,18,44,65,13,25,38,5,31,41,17,26,41,21,26,47,55,76,135,29,50,76,242,354,600
ILOC50400602,3,4,10,3,4,3,32,39,71,20,19,40,3,3,4,0,4,4,3,0,3,0,0,0,0,0,3,0,4,6,61,83,143
ILOC50400603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50400701,6,8,17,0,0,0,14,16,34,7,14,22,3,3,8,0,0,0,0,3,5,3,0,4,7,10,16,3,5,7,48,58,103
ILOC50400702,0,0,0,0,0,6,14,12,28,0,3,3,4,0,9,0,4,9,7,3,3,0,0,0,0,3,4,3,5,10,28,40,68
ILOC50400801,16,13,30,0,3,9,11,9,19,14,19,29,8,14,23,4,9,13,9,17,28,9,16,19,24,33,52,4,14,11,103,143,245
ILOC50500101,33,19,56,9,15,23,34,34,69,17,21,40,13,29,41,15,28,35,10,16,33,11,15,28,50,18,65,11,23,33,202,221,421
ILOC50500102,22,19,44,4,13,15,17,16,31,7,16,25,6,12,15,4,17,16,8,8,20,8,12,23,57,27,85,10,10,20,138,158,291
ILOC50500103,13,21,34,3,7,14,12,18,29,8,10,17,6,9,18,8,6,14,5,4,17,5,3,10,26,21,45,11,5,11,99,103,204
ILOC50500104,19,25,39,4,8,10,12,13,25,5,3,9,3,11,9,10,10,19,7,11,15,12,3,13,28,22,50,9,6,11,99,115,210
ILOC50500105,8,12,22,5,4,9,6,10,12,5,10,16,3,6,15,0,5,4,3,3,4,3,5,6,17,4,22,4,6,10,58,60,119
ILOC50500201,22,15,35,7,10,18,32,24,58,7,9,16,11,13,23,7,7,16,9,10,18,6,9,19,27,20,47,4,14,19,133,129,264
ILOC50500301,21,14,39,10,11,16,15,15,33,9,15,22,9,10,21,5,9,15,6,13,19,8,6,18,33,24,59,8,9,11,118,134,258
ILOC50500302,22,25,47,7,9,15,27,17,41,4,22,29,9,11,18,9,16,23,7,10,18,11,8,25,51,35,87,19,13,31,159,178,333
ILOC50500401,7,14,22,9,10,18,23,13,39,9,17,22,7,14,19,10,7,16,6,9,16,10,9,18,38,29,64,11,9,16,117,137,261
