ILOC_CODE_2016,HH_IN_P_1_f_hh_C_f_n_c_N_u_1,HH_IN_P_1_f_hh_C_f_n_c_N_u_2,HH_IN_P_1_f_hh_C_f_n_c_N_u_3,HH_IN_P_1_f_hh_C_f_n_c_N_u_4,HH_IN_P_1_f_hh_C_f_n_c_N_u_5,HH_IN_P_1_f_h_C_f_n_c_N_u_6ov,HH_IN_P_1_f_hh_C_f_no_ch_Tot,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_1,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_2,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_3,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_4,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_5,HH_I_P_1_f_h_C_f_ch_Nu_ur_6ov,HH_IN_PE_1_fa_hh_Co_fa_ch_Tot,HH_IN_P_1_f_h_1_pa_f_Nu_ur_1,HH_IN_P_1_f_h_1_pa_f_Nu_ur_2,HH_IN_P_1_f_h_1_pa_f_Nu_ur_3,HH_IN_P_1_f_h_1_pa_f_Nu_ur_4,HH_IN_P_1_f_h_1_pa_f_Nu_ur_5,HH_IN_P_1_f_h_1_pa_f_N_ur_6ov,HH_IN_P_1_f_h_1_pa_f_Tot,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_1,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_2,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_3,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_4,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_5,HH_IN_P_1_fa_hh_Ot_f_N_ur_6ov,HH_IN_PE_1_fa_hh_Other_fa_Tot,HH_IN_PE_1_fa_hh_Tot_Nu_ur_1,HH_IN_PE_1_fa_hh_Tot_Nu_ur_2,HH_IN_PE_1_fa_hh_Tot_Nu_ur_3,HH_IN_PE_1_fa_hh_Tot_Nu_ur_4,HH_IN_PE_1_fa_hh_Tot_Nu_ur_5,HH_IN_PE_1_fa_hh_Tot_N_ur_6ov,HH_IN_PE_1_fa_hh_Tot_Tot,HHD_IN_PE_Mu_fa_hhd_Nu_ur_1,HHD_IN_PE_Mu_fa_hhd_Nu_ur_2,HHD_IN_PE_Mu_fa_hhd_Nu_ur_3,HHD_IN_PE_Mu_fa_hhd_Nu_ur_4,HHD_IN_PE_Mu_fa_hhd_Nu_ur_5,HHD_IN_PE_Mu_fa_hhd_N_ur_6ov,HHD_IN_PE_Mu_fa_hhd_Tot,HHD_IN_PE_TotFa_hhd_Nu_ur_1,HHD_IN_PE_TotFa_hhd_Nu_ur_2,HHD_IN_PE_TotFa_hhd_Nu_ur_3,HHD_IN_PE_TotFa_hhd_Nu_ur_4,HHD_IN_PE_TotFa_hhd_Nu_ur_5,HHD_IN_PE_TotFa_hhd_N_ur_6ov,HHD_IN_PE_TotFa_hhd_Tot,HHD_IN_PE_Lo_per_hhd_Nu_ur_1,HHD_IN_PE_Lo_per_hhd_Nu_ur_2,HHD_IN_PE_Lo_per_hhd_Nu_ur_3,HHD_IN_PE_Lo_per_hhd_Nu_ur_4,HHD_IN_PE_Lo_per_hhd_Nu_ur_5,HHD_IN_PE_Lo_per_hhd_N_ur_6ov,HHD_IN_PE_Lo_per_hhd_Tot,HHD_IN_PE_Gr_hh_Nu_ur_1,HHD_IN_PE_Gr_hh_Nu_ur_2,HHD_IN_PE_Gr_hh_Nu_ur_3,HHD_IN_PE_Gr_hh_Nu_ur_4,HHD_IN_PE_Gr_hh_Nu_ur_5,HHD_IN_PE_Gr_hh_N_ur_6ov,HHD_IN_PE_Gr_hh_Tot,HHD_IN_PE_Tot_Nu_ur_1,HHD_IN_PE_Tot_Nu_ur_2,HHD_IN_PE_Tot_Nu_ur_3,HHD_IN_PE_Tot_Nu_ur_4,HHD_IN_PE_Tot_Nu_ur_5,HHD_IN_PE_Tot_Nu_ur_6_more,HHD_IN_PE_Tot_Tot,OT_HH_1_f_hh_C_f_no_c_Nu_ur_1,OT_HH_1_f_hh_C_f_no_c_Nu_ur_2,OT_HH_1_f_hh_C_f_no_c_Nu_ur_3,OT_HH_1_f_hh_C_f_no_c_Nu_ur_4,OT_HH_1_f_hh_C_f_no_c_Nu_ur_5,OT_HH_1_f_hh_C_f_n_c_N_ur_6ov,OT_HH_1_f_hh_C_f_no_c_Tot,OT_HH_1_f_hh_C_f_ch_Nu_ur_1,OT_HH_1_f_hh_C_f_ch_Nu_ur_2,OT_HH_1_f_hh_C_f_ch_Nu_ur_3,OT_HH_1_f_hh_C_f_ch_Nu_ur_4,OT_HH_1_f_hh_C_f_ch_Nu_ur_5,OT_HH_1_f_hh_C_f_ch_N_ur_6ov,OT_HH_1_f_hh_C_f_with_ch_Tot,OT_HH_1_f_hh_1_pa_f_Nu_ur_1,OT_HH_1_f_hh_1_pa_f_Nu_ur_2,OT_HH_1_f_hh_1_pa_f_Nu_ur_3,OT_HH_1_f_hh_1_pa_f_Nu_ur_4,OT_HH_1_f_hh_1_pa_f_Nu_ur_5,OT_HH_1_f_hh_1_pa_f_N_ur_6ov,OT_HH_1_f_hh_1_parent_f_Tot,OT_HH_One_fa_hh_Ot_fa_Nu_ur_1,OT_HH_One_fa_hh_Ot_fa_Nu_ur_2,OT_HH_One_fa_hh_Ot_fa_Nu_ur_3,OT_HH_One_fa_hh_Ot_fa_Nu_ur_4,OT_HH_One_fa_hh_Ot_fa_Nu_ur_5,OT_HH_1_fa_hh_Ot_fa_N_ur_6ov,OT_HH_One_fa_hhd_Other_fa_Tot,OT_HH_One_fa_hhd_Tot_Nu_ur_1,OT_HH_One_fa_hhd_Tot_Nu_ur_2,OT_HH_One_fa_hhd_Tot_Nu_ur_3,OT_HH_One_fa_hhd_Tot_Nu_ur_4,OT_HH_One_fa_hhd_Tot_Nu_ur_5,OT_HH_One_fa_hhd_Tot_N_ur_6ov,OT_HH_One_fa_hhd_Tot_Tot,OT_HH_Multiple_fa_hhd_Nu_ur_1,OT_HH_Multiple_fa_hhd_Nu_ur_2,OT_HH_Multiple_fa_hhd_Nu_ur_3,OT_HH_Multiple_fa_hhd_Nu_ur_4,OT_HH_Multiple_fa_hhd_Nu_ur_5,OT_HH_Multiple_fa_hh_Nu_u_6ov,OT_HH_Multiple_fa_hhd_Tot,OT_HH_TotFa_hhd_Nu_ur_1,OT_HH_TotFa_hhd_Nu_ur_2,OT_HH_TotFa_hhd_Nu_ur_3,OT_HH_TotFa_hhd_Nu_ur_4,OT_HH_TotFa_hhd_Nu_ur_5,OT_HH_TotFa_hhd_Nu_ur_6_more,OT_HH_TotFa_hhd_Tot,OT_HH_Lo_per_hhd_Nu_ur_1,OT_HH_Lo_per_hhd_Nu_ur_2,OT_HH_Lo_per_hhd_Nu_ur_3,OT_HH_Lo_per_hhd_Nu_ur_4,OT_HH_Lo_per_hhd_Nu_ur_5,OT_HH_Lo_per_hh_Nu_ur_6ov,OT_HH_Lo_per_hhd_Tot,OT_HH_Gr_hh_Nu_ur_1,OT_HH_Gr_hh_Nu_ur_2,OT_HH_Gr_hh_Nu_ur_3,OT_HH_Gr_hh_Nu_ur_4,OT_HH_Gr_hh_Nu_ur_5,OT_HH_Gr_hh_Nu_u_6ov,OT_HH_Gr_hh_Tot,OT_HH_Tot_Nu_ur_1,OT_HH_Tot_Nu_ur_2,OT_HH_Tot_Nu_ur_3,OT_HH_Tot_Nu_ur_4,OT_HH_Tot_Nu_ur_5,OT_HH_Tot_Nu_ur_6_more,OT_HH_Tot_Tot
ILOC10700709,..,24,0,0,0,0,23,..,..,9,20,5,8,42,..,17,21,20,5,8,74,..,3,0,0,0,0,7,..,46,32,37,17,16,144,..,..,..,0,5,9,11,..,46,32,40,17,19,153,27,..,..,..,..,..,27,..,3,4,0,0,0,5,27,52,36,40,17,19,187,..,633,39,8,3,0,688,..,..,569,790,338,173,1879,..,246,161,87,31,16,543,..,45,13,0,0,0,54,..,920,782,896,376,192,3171,..,..,..,30,60,95,184,..,920,782,926,434,289,3354,694,..,..,..,..,..,694,..,64,11,3,0,0,80,694,979,794,929,436,295,4126
ILOC10700710,..,29,5,0,0,0,33,..,..,31,38,26,10,102,..,8,13,15,5,4,52,..,0,0,0,0,0,0,..,42,44,50,34,13,186,..,..,..,3,3,7,12,..,42,44,53,33,24,196,5,..,..,..,..,..,5,..,7,0,0,0,0,11,5,50,47,53,33,24,214,..,935,53,4,0,0,996,..,..,623,813,355,160,1949,..,275,217,109,33,20,650,..,42,6,8,0,0,55,..,1252,897,929,390,176,3647,..,..,..,43,50,102,198,..,1252,897,976,440,280,3848,594,..,..,..,..,..,594,..,56,5,3,0,0,70,594,1313,901,976,440,286,4512
ILOC10700711,..,8,0,0,0,0,9,..,..,14,13,18,12,63,..,15,15,7,7,4,51,..,0,0,0,0,0,0,..,22,40,24,26,19,121,..,..,..,3,4,4,13,..,22,40,24,27,24,136,13,..,..,..,..,..,13,..,3,0,0,0,0,3,13,24,40,24,27,24,156,..,400,25,0,0,0,424,..,..,226,338,192,95,856,..,172,132,59,31,15,415,..,23,3,0,0,0,25,..,596,385,402,221,114,1722,..,..,..,15,28,63,103,..,596,385,413,251,173,1826,378,..,..,..,..,..,378,..,38,10,3,0,0,52,378,636,391,420,256,173,2250
ILOC10700712,..,12,0,0,0,0,16,..,..,5,24,11,9,46,..,10,7,8,0,4,28,..,0,0,0,0,0,0,..,25,17,24,9,12,84,..,..,..,0,0,4,5,..,25,17,24,15,12,93,10,..,..,..,..,..,10,..,4,0,0,0,0,4,10,29,17,24,15,12,100,..,442,28,5,0,0,473,..,..,219,252,89,62,616,..,104,81,48,6,8,245,..,23,3,0,0,0,21,..,569,328,305,102,72,1362,..,..,..,17,22,30,64,..,569,328,316,123,96,1431,299,..,..,..,..,..,299,..,32,0,0,0,0,37,299,600,331,315,123,96,1760
ILOC10700713,..,8,0,0,0,0,10,..,..,10,18,11,4,46,..,11,11,11,7,0,38,..,0,0,0,0,0,0,..,17,21,31,15,6,91,..,..,..,0,4,0,5,..,17,21,30,21,5,103,9,..,..,..,..,..,9,..,3,0,0,0,0,3,9,25,21,30,21,5,113,..,331,26,7,0,0,360,..,..,234,322,141,88,791,..,135,119,57,6,11,334,..,15,8,0,0,0,17,..,486,383,385,152,97,1499,..,..,..,21,23,38,86,..,486,383,404,175,138,1584,302,..,..,..,..,..,302,..,25,4,0,0,0,33,302,512,392,408,180,138,1922
ILOC10700801,..,17,0,3,0,0,19,..,..,12,6,3,9,22,..,13,16,3,4,0,41,..,4,0,0,0,0,9,..,34,29,16,9,8,95,..,..,..,0,3,8,13,..,34,29,12,11,15,102,21,..,..,..,..,..,21,..,4,0,0,0,0,5,21,39,29,12,15,15,136,..,2455,231,52,15,12,2769,..,..,2033,2634,1783,1373,7829,..,1062,827,407,219,129,2632,..,235,60,12,7,3,311,..,3745,3148,3100,2024,1516,13536,..,..,..,142,196,632,970,..,3745,3148,3248,2214,2142,14504,3397,..,..,..,..,..,3397,..,326,101,31,22,31,505,3397,4072,3248,3272,2236,2176,18401
ILOC10700802,..,29,10,0,0,0,32,..,..,20,15,16,13,61,..,26,25,15,7,3,81,..,9,0,0,0,0,9,..,58,48,36,22,15,181,..,..,..,0,6,8,9,..,58,48,36,27,23,195,53,..,..,..,..,..,53,..,16,3,0,0,0,20,53,76,56,34,27,23,271,..,3065,259,50,15,7,3401,..,..,2214,3179,1961,1432,8786,..,1122,915,549,250,141,2982,..,260,62,21,4,3,345,..,4438,3451,3798,2229,1588,15506,..,..,..,174,257,702,1134,..,4438,3451,3971,2489,2283,16640,4077,..,..,..,..,..,4077,..,298,75,27,14,7,423,4077,4738,3528,4002,2502,2294,21147
ILOC10700803,..,47,3,0,0,0,52,..,..,29,50,34,12,124,..,36,26,13,6,7,91,..,6,3,0,0,0,5,..,84,64,62,40,18,269,..,..,..,3,3,10,19,..,84,64,67,40,26,288,61,..,..,..,..,..,61,..,9,0,0,0,0,13,61,97,65,72,45,26,363,..,3700,231,50,16,7,4003,..,..,2273,3302,1448,542,7567,..,1063,750,340,107,42,2295,..,193,58,10,6,0,269,..,4957,3317,3706,1574,585,14132,..,..,..,132,160,344,633,..,4957,3317,3837,1728,933,14770,3848,..,..,..,..,..,3848,..,279,70,25,12,4,377,3848,5234,3380,3862,1742,929,18997
ILOC10700804,..,57,9,0,0,0,71,..,..,39,41,22,19,124,..,52,38,22,6,13,136,..,12,4,0,0,0,12,..,116,89,65,33,33,344,..,..,..,5,4,12,24,..,116,89,74,36,49,366,90,..,..,..,..,..,90,..,24,3,0,0,0,28,90,139,93,77,42,49,490,..,8534,880,222,54,32,9730,..,..,5952,7113,3257,1754,18077,..,2869,1717,740,250,164,5735,..,587,152,61,23,21,840,..,11984,8700,8139,3585,1973,34380,..,..,..,364,450,954,1770,..,11984,8700,8504,4038,2927,36150,9618,..,..,..,..,..,9618,..,1343,381,255,133,103,2215,9618,13327,9086,8763,4168,3023,47979
ILOC10700901,..,40,3,0,0,0,46,..,..,26,26,31,22,103,..,50,48,28,18,8,149,..,4,3,0,0,0,13,..,95,84,60,46,26,309,..,..,..,9,7,28,38,..,95,84,63,53,56,345,89,..,..,..,..,..,89,..,20,3,0,4,0,28,89,114,83,63,55,56,462,..,4678,589,150,43,15,5480,..,..,3529,4830,2987,2015,13365,..,2546,2056,1126,455,296,6485,..,599,168,43,19,12,842,..,7821,6338,6154,3505,2342,26166,..,..,..,362,474,1676,2518,..,7821,6338,6518,3978,4026,28684,6734,..,..,..,..,..,6734,..,753,187,77,31,34,1076,6734,8575,6521,6597,4009,4051,36495
ILOC10700902,..,23,3,0,0,0,26,..,..,22,27,7,14,77,..,19,24,17,8,7,83,..,0,3,0,0,0,6,..,43,61,38,18,23,186,..,..,..,3,8,14,25,..,43,61,44,27,36,217,13,..,..,..,..,..,13,..,0,3,0,0,0,3,13,48,63,44,27,36,234,..,3284,267,43,7,3,3610,..,..,2599,3710,2157,1115,9583,..,1083,991,535,222,87,2921,..,206,54,13,3,4,286,..,4579,3913,4301,2392,1212,16397,..,..,..,259,383,1004,1645,..,4579,3913,4552,2777,2217,18040,2210,..,..,..,..,..,2210,..,184,28,8,3,4,222,2210,4762,3938,4563,2779,2226,20470
ILOC10701001,..,58,4,0,0,0,61,..,..,42,57,25,28,151,..,22,10,12,4,4,44,..,0,0,0,0,0,0,..,73,56,66,25,32,255,..,..,..,11,6,18,34,..,73,56,75,34,47,283,23,..,..,..,..,..,23,..,11,0,0,0,0,8,23,84,56,75,34,47,318,..,2066,103,11,8,3,2187,..,..,934,1321,647,252,3154,..,285,217,86,32,11,635,..,27,7,0,0,0,42,..,2381,1266,1417,684,264,6017,..,..,..,62,67,161,290,..,2381,1266,1481,752,424,6309,1228,..,..,..,..,..,1228,..,106,16,3,0,0,120,1228,2488,1282,1483,753,424,7655
ILOC10701002,..,50,3,0,0,0,49,..,..,22,36,17,9,87,..,15,23,3,5,3,53,..,3,0,0,0,0,6,..,68,49,37,24,16,194,..,..,..,0,6,7,11,..,68,49,41,23,21,208,37,..,..,..,..,..,37,..,9,8,0,0,0,15,37,72,59,42,26,21,257,..,940,45,7,0,0,1003,..,..,409,431,220,91,1150,..,308,220,71,25,5,630,..,45,4,0,0,0,52,..,1290,687,506,244,99,2830,..,..,..,14,22,29,66,..,1290,687,524,270,129,2893,1392,..,..,..,..,..,1392,..,112,20,8,0,0,138,1392,1399,706,526,268,129,4421
ILOC10701003,..,62,13,3,0,0,77,..,..,46,59,43,33,185,..,36,36,28,13,10,122,..,4,3,0,0,0,5,..,101,97,92,56,45,387,..,..,..,12,4,21,32,..,101,97,103,62,62,419,51,..,..,..,..,..,51,..,20,0,0,0,0,22,51,116,95,103,62,64,488,..,1616,107,15,3,0,1740,..,..,939,1249,621,218,3034,..,460,363,148,39,7,1014,..,57,13,3,0,0,81,..,2129,1426,1417,666,229,5872,..,..,..,48,69,136,249,..,2129,1426,1461,740,365,6122,1659,..,..,..,..,..,1659,..,162,29,8,4,0,204,1659,2295,1458,1472,739,365,7991
ILOC10701101,..,62,6,3,0,0,70,..,..,33,51,27,22,139,..,43,48,25,12,3,132,..,10,0,0,0,0,10,..,118,91,74,45,25,347,..,..,..,3,8,14,22,..,118,91,76,56,38,375,79,..,..,..,..,..,79,..,27,0,7,0,0,34,79,143,88,81,55,36,491,..,5690,464,118,30,21,6315,..,..,4545,5648,2580,1343,14115,..,1774,1248,536,219,115,3892,..,379,115,46,20,12,571,..,7846,6368,6336,2850,1489,24895,..,..,..,239,330,764,1337,..,7846,6368,6573,3186,2255,26229,6578,..,..,..,..,..,6578,..,655,195,129,67,76,1132,6578,8500,6568,6706,3250,2333,33940
ILOC10701201,..,69,4,0,3,0,78,..,..,40,86,46,25,197,..,25,31,13,5,0,71,..,4,0,0,0,0,6,..,90,79,96,58,26,351,..,..,..,4,3,8,15,..,90,79,99,58,38,369,41,..,..,..,..,..,41,..,27,13,8,0,0,51,41,120,92,104,61,39,458,..,20542,985,190,40,21,21775,..,..,12800,19542,7693,2104,42138,..,3799,2643,941,257,71,7707,..,717,133,34,6,3,892,..,25057,16566,20702,7995,2204,72518,..,..,..,485,716,1311,2503,..,25057,16566,21182,8706,3512,75021,15336,..,..,..,..,..,15336,..,1235,315,141,57,33,1768,15336,26288,16875,21322,8761,3538,92130
ILOC10701301,..,61,5,0,0,0,62,..,..,21,21,12,9,68,..,28,14,10,3,0,50,..,3,0,0,0,0,3,..,86,42,34,21,9,188,..,..,..,3,3,0,9,..,86,42,32,20,16,199,36,..,..,..,..,..,36,..,12,0,0,0,0,16,36,101,42,32,26,13,254,..,9889,754,196,60,50,10949,..,..,5672,6920,2546,727,15863,..,2028,1243,400,109,46,3822,..,609,92,26,17,11,754,..,12516,7767,7540,2733,840,31395,..,..,..,262,319,586,1168,..,12516,7767,7809,3049,1427,32565,10647,..,..,..,..,..,10647,..,1452,507,217,117,85,2372,10647,13970,8267,8019,3165,1513,45590
ILOC10701401,..,28,4,5,0,0,36,..,..,12,34,10,11,70,..,28,20,15,0,3,66,..,10,0,3,0,0,14,..,64,45,51,11,10,188,..,..,..,0,6,7,21,..,64,45,56,23,24,206,36,..,..,..,..,..,36,..,14,6,5,0,3,32,36,82,46,61,23,28,270,..,5485,606,248,62,47,6439,..,..,3383,4523,1785,690,10373,..,1443,1031,407,133,64,3078,..,305,88,31,11,6,445,..,7243,5100,5206,1986,800,20339,..,..,..,230,343,635,1206,..,7243,5100,5437,2328,1438,21541,5625,..,..,..,..,..,5625,..,693,278,129,56,29,1185,5625,7932,5376,5562,2383,1470,28350
ILOC10701402,..,22,3,3,0,0,31,..,..,10,17,11,9,47,..,13,11,5,3,0,33,..,0,0,0,0,0,3,..,39,22,25,17,5,112,..,..,..,3,4,3,6,..,39,22,28,18,13,124,19,..,..,..,..,..,19,..,5,0,0,0,0,6,19,46,25,31,21,13,152,..,3875,433,172,53,38,4578,..,..,2569,3200,1333,453,7549,..,903,685,257,68,34,1937,..,251,80,19,16,4,372,..,5030,3764,3646,1465,532,14436,..,..,..,183,206,439,832,..,5030,3764,3833,1675,964,15266,3645,..,..,..,..,..,3645,..,548,225,128,47,27,977,3645,5575,3991,3963,1718,991,19891
ILOC10701501,..,42,5,0,0,0,55,..,..,21,35,14,9,79,..,3,13,3,7,3,31,..,0,4,0,0,0,3,..,54,44,38,20,9,169,..,..,..,3,3,5,14,..,54,44,47,22,18,183,11,..,..,..,..,..,11,..,3,0,0,0,0,5,11,57,44,44,22,18,196,..,2492,45,3,3,0,2544,..,..,765,981,473,136,2347,..,313,199,70,12,3,594,..,33,5,0,0,0,42,..,2840,1021,1051,485,139,5537,..,..,..,42,29,51,128,..,2840,1021,1096,516,191,5661,1647,..,..,..,..,..,1647,..,154,21,3,3,0,182,1647,2995,1040,1097,517,191,7489
ILOC10701502,..,143,19,3,0,0,165,..,..,102,161,101,69,443,..,90,107,68,27,16,314,..,9,7,0,0,0,19,..,249,232,243,129,85,936,..,..,..,20,18,36,72,..,249,232,261,152,119,1012,129,..,..,..,..,..,129,..,31,8,0,0,0,37,129,280,241,260,152,119,1182,..,5660,243,26,3,0,5927,..,..,2479,3401,1364,483,7725,..,1336,997,396,138,51,2916,..,164,32,3,0,0,204,..,7158,3754,3822,1502,534,16767,..,..,..,159,157,222,541,..,7158,3754,3981,1656,759,17314,4726,..,..,..,..,..,4726,..,368,34,13,4,0,421,4726,7527,3786,3993,1663,760,22462
ILOC10701601,..,53,7,0,0,0,60,..,..,20,29,6,3,63,..,31,16,13,3,0,69,..,9,3,0,0,0,12,..,96,46,37,11,11,202,..,..,..,3,0,5,6,..,96,46,45,11,15,209,79,..,..,..,..,..,79,..,22,9,7,0,0,35,79,114,59,44,11,15,320,..,5259,241,55,10,3,5564,..,..,2403,3010,763,132,6305,..,883,533,125,18,6,1563,..,170,49,5,0,0,228,..,6313,3229,3194,789,137,13653,..,..,..,41,60,40,148,..,6313,3229,3237,843,180,13802,6019,..,..,..,..,..,6019,..,850,357,128,32,10,1374,6019,7164,3587,3359,874,188,21195
ILOC10701701,..,102,15,7,0,0,115,..,..,55,99,52,40,244,..,94,99,66,33,21,310,..,12,6,0,0,0,21,..,208,169,171,91,56,690,..,..,..,10,12,25,50,..,208,169,179,98,84,743,154,..,..,..,..,..,154,..,42,0,3,3,0,51,154,254,171,179,105,88,952,..,5610,416,67,12,12,6114,..,..,4233,5560,2710,1552,14065,..,2133,1560,784,360,148,4982,..,368,94,27,7,4,501,..,8109,6310,6445,3093,1715,25669,..,..,..,260,328,769,1360,..,8109,6310,6704,3426,2482,27032,6917,..,..,..,..,..,6917,..,602,102,34,16,3,750,6917,8715,6412,6740,3435,2486,34697
ILOC10701702,..,34,4,0,0,0,40,..,..,22,54,37,20,137,..,23,37,33,10,3,107,..,3,3,3,0,0,6,..,57,70,88,50,24,293,..,..,..,9,6,21,36,..,57,70,98,58,49,320,25,..,..,..,..,..,25,..,11,0,0,0,0,12,25,68,69,98,58,49,360,..,2902,255,41,8,3,3214,..,..,2905,5088,2924,1420,12332,..,866,927,509,205,102,2610,..,168,48,7,0,0,224,..,3934,4135,5650,3140,1523,18386,..,..,..,228,346,977,1548,..,3934,4135,5880,3481,2495,19933,2004,..,..,..,..,..,2004,..,159,32,9,0,4,205,2004,4097,4168,5887,3486,2503,22144
ILOC10701801,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,3,..,44,0,0,0,0,44,..,..,15,14,6,0,31,..,5,0,0,0,0,3,..,0,0,0,0,0,0,..,51,20,17,6,0,85,..,..,..,0,0,0,0,..,51,20,17,6,0,85,38,..,..,..,..,..,38,..,3,0,0,0,0,7,38,52,18,17,6,0,130
ILOC10701901,..,98,6,3,0,4,112,..,..,42,44,15,7,108,..,50,41,17,8,9,126,..,12,5,3,0,0,16,..,160,97,70,23,22,366,..,..,..,5,5,8,20,..,160,97,74,27,32,385,123,..,..,..,..,..,123,..,57,34,15,8,0,104,123,211,124,87,39,28,612,..,7125,539,167,53,21,7905,..,..,2980,3171,853,259,7260,..,1421,783,223,58,36,2519,..,348,98,38,7,5,499,..,8894,4398,3601,966,318,18184,..,..,..,97,118,227,440,..,8894,4398,3697,1085,544,18625,8775,..,..,..,..,..,8775,..,2136,973,374,118,51,3655,8775,11033,5373,4071,1201,599,31052
ILOC10702001,..,107,9,0,0,0,124,..,..,52,102,45,12,209,..,19,26,12,0,0,56,..,6,0,0,0,0,6,..,129,86,113,49,20,396,..,..,..,11,12,14,42,..,129,86,121,62,30,429,86,..,..,..,..,..,86,..,19,11,3,3,0,36,86,147,95,126,66,30,553,..,15700,812,204,41,24,16775,..,..,7578,11863,4595,1138,25178,..,2698,1901,599,148,51,5396,..,462,107,17,3,6,590,..,18862,10401,12686,4786,1213,47938,..,..,..,336,399,643,1376,..,18862,10401,13018,5179,1856,49314,14928,..,..,..,..,..,14928,..,1875,519,126,49,18,2589,14928,20730,10916,13147,5232,1876,66824
ILOC10702002,..,35,4,0,0,0,39,..,..,17,36,22,17,85,..,5,12,3,0,0,24,..,0,0,0,0,0,0,..,46,34,36,23,17,152,..,..,..,8,4,8,15,..,46,34,41,23,24,169,16,..,..,..,..,..,16,..,6,3,0,0,0,11,16,48,38,47,29,24,195,..,5268,223,42,4,0,5532,..,..,2252,3760,1536,423,7964,..,812,593,240,63,18,1729,..,100,15,4,3,0,123,..,6186,3088,4040,1604,446,15356,..,..,..,121,148,227,493,..,6186,3088,4158,1754,669,15847,4112,..,..,..,..,..,4112,..,318,64,21,5,3,415,4112,6499,3149,4177,1762,668,20369
ILOC10702101,..,30,0,4,0,0,33,..,..,7,3,4,3,19,..,14,12,3,3,0,32,..,3,4,0,0,0,7,..,46,26,8,5,3,93,..,..,..,3,0,0,3,..,46,26,16,4,3,96,58,..,..,..,..,..,58,..,15,11,8,0,0,33,58,58,37,18,4,3,179,..,3914,500,181,38,16,4646,..,..,3201,2410,697,241,6557,..,917,505,153,44,23,1640,..,260,86,25,20,10,395,..,5085,4292,2767,803,292,13243,..,..,..,114,161,235,511,..,5085,4292,2876,965,530,13748,4721,..,..,..,..,..,4721,..,895,348,158,69,54,1518,4721,5981,4638,3040,1027,580,19993
ILOC10702102,..,24,5,3,0,0,32,..,..,12,13,11,3,43,..,16,20,15,0,4,52,..,0,0,0,0,0,3,..,44,40,30,14,4,132,..,..,..,0,0,6,4,..,44,40,30,14,12,134,50,..,..,..,..,..,50,..,15,3,0,0,0,14,50,51,41,33,11,12,196,..,3304,267,62,15,13,3670,..,..,2434,3176,1201,420,7237,..,930,643,210,70,32,1885,..,163,50,3,10,0,222,..,4397,3400,3451,1295,462,13011,..,..,..,120,191,310,617,..,4397,3400,3573,1487,770,13625,3636,..,..,..,..,..,3636,..,440,145,64,18,16,685,3636,4844,3542,3635,1510,793,17951
ILOC10702103,..,23,0,0,0,0,28,..,..,21,43,11,7,77,..,16,12,11,7,6,53,..,3,0,0,0,0,8,..,41,39,55,15,12,165,..,..,..,0,0,4,3,..,41,39,55,15,13,164,24,..,..,..,..,..,24,..,3,0,0,0,0,14,24,46,41,57,20,17,200,..,2775,157,37,5,9,2982,..,..,1798,2371,910,305,5389,..,604,414,164,52,18,1245,..,126,25,10,0,4,166,..,3501,2395,2580,969,336,9785,..,..,..,87,114,213,421,..,3501,2395,2669,1082,552,10210,2642,..,..,..,..,..,2642,..,210,51,33,14,12,321,2642,3711,2443,2696,1097,570,13170
ILOC10702104,..,17,0,0,0,0,21,..,..,11,0,5,10,26,..,16,16,4,7,0,40,..,4,0,0,0,0,8,..,39,25,14,14,10,99,..,..,..,0,0,3,5,..,39,25,14,10,10,101,44,..,..,..,..,..,44,..,4,0,0,0,0,4,44,44,25,14,10,10,146,..,1539,188,62,15,3,1808,..,..,1194,1370,1009,1023,4591,..,540,396,229,145,71,1374,..,150,45,22,16,7,228,..,2222,1817,1677,1185,1100,8003,..,..,..,94,129,378,592,..,2222,1817,1769,1305,1476,8595,2194,..,..,..,..,..,2194,..,236,91,72,37,50,486,2194,2458,1912,1842,1345,1527,11281
