ILOC_CODE_2016,PreSch_Indig_M,PreSch_Indig_F,PreSch_Indig_P,PreSch_NonInd_M,PreSch_NonInd_F,PreSch_NonInd_P,PreSch_Indig_st_nsM,PreSch_Indig_st_nsF,PreSch_Indig_st_nsP,PreSch_TotM,PreSch_TotF,PreSch_TotP,InfPrim_Indig_M,InfPrim_Indig_F,InfPrim_Indig_P,InfPrim_NonInd_M,InfPrim_NonInd_F,InfPrim_NonInd_P,InfPrim_Indig_st_nsM,InfPrim_Indig_st_nsF,InfPrim_Indig_st_nsP,InfPrim_TotM,InfPrim_TotF,InfPrim_TotP,Sec_Indig_M,Sec_Indig_F,Sec_Indig_P,Sec_NonInd_M,Sec_NonInd_F,Sec_NonInd_P,Sec_Indig_st_nsM,Sec_Indig_st_nsF,Sec_Indig_st_nsP,Sec_TotM,Sec_TotF,Sec_TotP,TFEI_FT_St_15_24_In_M,TFEI_FT_St_15_24_Id_F,TFEI_FT_St_15_24_Id_P,TFEI_FT_St_15_24_No_Id_M,TFEI_FT_St_15_24_No_Id_F,TFEI_FT_St_15_24_No_Id_P,TFEI_FT_St_15_24_I_s_n_s_M,TFEI_FT_St_15_24_I_s_n_s_F,TFEI_FT_St_15_24_I_s_n_s_P,TFEI_FT_St_15_24_TotM,TFEI_FT_St_15_24_TotF,TFEI_FT_St_15_24_TotP,TFEI_FT_St_25over_Id_M,TFEI_FT_St_25over_Id_F,TFEI_FT_St_25over_Id_P,TFEI_FT_St_25ov_Non_Id_M,TFEI_FT_St_25ov_Non_Id_F,TFEI_FT_St_25ov_Non_Id_P,TFEI_FT_St_25ov_I_s_n_st_M,TFEI_FT_St_25ov_I_s_n_st_F,TFEI_FT_St_25ov_I_s_n_st_P,TFEI_FT_St_25ov_TotM,TFEI_FT_St_25ov_TotF,TFEI_FT_St_25ov_TotP,TFEI_PT_St_15_24_Id_M,TFEI_PT_St_15_24_Id_F,TFEI_PT_St_15_24_Id_P,TFEI_PT_St_15_24_Non_Id_M,TFEI_PT_St_15_24_No_Id_F,TFEI_PT_St_15_24_No_Id_P,TFEI_PT_St_15_24_I_s_n_s_M,TFEI_PT_St_15_24_I_s_n_s_F,TFEI_PT_St_15_24_I_s_n_s_P,TFEI_PT_St_15_24_TotM,TFEI_PT_St_15_24_TotF,TFEI_PT_St_15_24_TotP,TFEI_PT_St_25ov_Id_M,TFEI_PT_St_25ov_Id_F,TFEI_PT_St_25ov_Id_P,TFEI_PT_St_25ov_Non_Id_M,TFEI_PT_St_25ov_Non_Id_F,TFEI_PT_St_25ov_Non_Id_P,TFEI_PT_St_25ov_I_s_n_s_M,TFEI_PT_St_25ov_I_s_n_s_F,TFEI_PT_St_25ov_Id_s_n_s_P,TFEI_PT_St_25ov_TotM,TFEI_PT_St_25ov_TotF,TFEI_PT_St_25ov_TotP,TFEI_FT_PT_s_s_nt_st_Id_M,TFEI_FT_PT_s_s_nt_st_Id_F,TFEI_FT_PT_s_s_nt_st_Id_P,TFEI_FT_PT_s_s_nt_s_N_I_M,TFEI_FT_PT_s_s_n_st_N_I_F,TFEI_FT_PT_s_s_n_s_No_Id_P,TFEI_F_P_s_s_n_s_I_s_n_s_M,TFEI_F_P_s_s_n_s_I_s_n_s_F,TFEI_F_P_s_s_n_s_I_s_n_s_P,TFEI_FT_PT_s_s_nt_st_To_M,TFEI_FT_PT_s_s_nt_st_To_F,TFEI_FT_PT_s_s_nt_st_To_P,TFEI_Tot_Indig_M,TFEI_Tot_Indig_F,TFEI_Tot_Indig_P,TFEI_Tot_NonInd_M,TFEI_Tot_NonInd_F,TFEI_Tot_NonInd_P,TFEI_Tot_IndSt_nsM,TFEI_Tot_IndSt_nsF,TFEI_Tot_IndSt_nsP,TFEI_Tot_TotM,TFEI_Tot_TotF,TFEI_Tot_TotP,UT_FT_S_15_24_Ind_M,UT_FT_S_15_24_Ind_F,UT_FT_S_15_24_Ind_P,UT_FT_S_15_24_NonInd_M,UT_FT_S_15_24_NonInd_F,UT_FT_S_15_24_NonInd_P,UT_FT_S_15_24_In_st_nsM,UT_FT_S_15_24_In_st_nsF,UT_FT_S_15_24_In_st_nsP,UT_FT_S_15_24_TotM,UT_FT_S_15_24_TotF,UT_FT_S_15_24_TotP,UT_FT_S_25_over_Ind_M,UT_FT_S_25_over_Ind_F,UT_FT_S_25_over_Ind_P,UT_FT_S_25ov_NonInd_M,UT_FT_S_25ov_NonInd_F,UT_FT_S_25ov_NonInd_P,UT_FT_S_25ov_IndSt_nsM,UT_FT_S_25ov_IndSt_nsF,UT_FT_S_25ov_IndSt_nsP,UT_FT_S_25ov_TotM,UT_FT_S_25ov_TotF,UT_FT_S_25ov_TotP,UT_PT_S_15_24_Ind_M,UT_PT_S_15_24_Ind_F,UT_PT_S_15_24_Ind_P,UT_PT_S_15_24_No_Ind_M,UT_PT_S_15_24_NonInd_F,UT_PT_S_15_24_NonInd_P,UT_PT_S_15_24_In_st_nsM,UT_PT_S_15_24_In_st_nsF,UT_PT_S_15_24_In_st_nsP,UT_PT_S_15_24_TotM,UT_PT_S_15_24_TotF,UT_PT_S_15_24_TotP,UT_PT_S_25over_In_M,UT_PT_S_25over_In_F,UT_PT_S_25over_In_P,UT_PT_S_25over_Non_In_M,UT_PT_S_25over_Non_In_F,UT_PT_S_25over_Non_In_P,UT_PT_S_25ov_In_s_nsM,UT_PT_S_25ov_In_s_nsF,UT_PT_S_25ov_In_s_nsP,UT_PT_S_25over_TotM,UT_PT_S_25over_TotF,UT_PT_S_25over_TotP,UT_FT_PT_stud_st_ns_Ind_M,UT_FT_PT_stud_st_ns_Ind_F,UT_FT_PT_stud_st_ns_Ind_P,UT_FT_PT_stu_st_ns_NonInd_M,UT_FT_PT_stu_st_ns_NonInd_F,UT_FT_PT_stu_st_ns_NonInd_P,UT_FT_PT_st_st_ns_In_st_nsM,UT_FT_PT_st_st_ns_In_st_nsF,UT_FT_PT_st_st_ns_In_st_nsP,UT_FT_PT_stu_st_ns_TotM,UT_FT_PT_stu_st_ns_TotF,UT_FT_PT_stu_st_ns_TotP,UT_Tot_Indig_M,UT_Tot_Indig_F,UT_Tot_Indig_P,UT_Tot_NonInd_M,UT_Tot_NonInd_F,UT_Tot_NonInd_P,UT_Tot_IndigStat_nsM,UT_Tot_IndigStat_nsF,UT_Tot_IndigStat_nsP,UT_Tot_TotM,UT_Tot_TotF,UT_Tot_TotP,OEI_Ind_M,OEI_Ind_F,OEI_Ind_P,OEI_NonInd_M,OEI_NonInd_F,OEI_NonInd_P,OEI_IndSt_nsM,OEI_IndSt_nsF,OEI_IndSt_nsP,OEI_TotM,OEI_TotF,OEI_TotP,T_EI_ns_Ind_M,T_EI_ns_Ind_F,T_EI_ns_Ind_P,T_EI_ns_NonInd_M,T_EI_ns_NonInd_F,T_EI_ns_NonInd_P,T_EI_ns_IndSt_nsM,T_EI_ns_IndSt_nsF
ILOC10200502,26,20,48,147,110,258,3,4,7,177,134,313,128,103,226,588,567,1155,3,13,20,723,687,1408,78,65,144,441,437,882,11,20,28,532,523,1050,3,4,3,11,13,22,0,0,0,15,11,25,0,9,5,13,22,33,0,0,0,15,33,47,7,6,8,39,46,87,3,0,0,40,58,95,8,8,14,36,79,115,0,0,0,38,83,125,0,0,0,0,0,0,0,0,0,0,3,3,16,23,34,96,167,256,3,0,0,109,188,297,0,0,0,33,35,68,0,0,0,33,36,66,3,3,7,4,22,23,0,0,0,5,27,32,3,0,4,14,33,41,0,0,0,16,29,44,0,0,0,29,63,88,0,0,0,30,59,86,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,73,152,219,0,0,3,74,160,234,3,4,3,46,64,115,0,0,0,51,70,118,38,33,72,170,194,367,537,560
ILOC10200601,5,3,4,39,39,73,0,3,3,45,43,83,22,8,26,114,128,240,3,3,3,137,139,274,13,12,19,98,86,175,0,0,0,107,96,201,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,3,12,0,0,0,11,3,13,0,0,0,3,19,28,0,0,0,3,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,14,26,37,0,0,0,14,33,45,0,0,0,6,13,20,0,0,0,6,13,20,0,0,0,0,6,6,0,0,0,0,6,11,0,0,0,5,0,4,0,0,0,5,0,4,0,0,0,6,13,22,0,0,0,6,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,37,57,0,0,0,21,37,53,0,0,0,4,5,14,0,0,0,8,5,14,3,5,4,34,32,70,152,164
ILOC10200602,4,9,15,14,11,33,0,0,0,18,27,45,20,25,38,86,63,151,0,0,0,102,87,190,29,31,53,68,67,131,7,0,7,101,90,192,0,0,0,0,4,6,0,0,0,3,4,3,0,3,3,0,3,3,0,0,0,3,3,6,0,0,0,7,9,11,0,0,0,7,9,10,0,0,3,3,9,8,0,0,0,6,10,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,7,18,27,0,0,0,13,22,39,0,0,3,0,6,8,0,0,0,3,5,13,0,5,5,0,4,3,0,0,0,0,5,10,0,0,0,0,3,3,0,0,0,0,7,7,0,0,0,3,4,9,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,4,22,24,0,0,0,5,23,35,0,0,0,0,4,4,0,0,0,0,4,4,10,10,23,38,38,80,51,82
ILOC10200603,3,4,3,0,0,0,0,0,0,3,4,3,3,3,8,0,0,0,0,0,0,3,3,8,3,8,12,0,0,0,0,0,0,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ILOC10200604,4,3,10,7,5,16,0,0,0,14,11,28,23,13,35,38,26,62,3,0,3,63,44,105,12,18,31,17,19,33,0,0,0,30,39,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,8,0,0,0,0,0,3,0,0,0,0,3,3,0,5,5,0,4,7,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,12,15,0,0,0,4,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,10,8,0,0,0,0,3,3,0,0,0,0,3,3,4,7,12,15,26,46,67,59
ILOC10200701,4,0,10,19,30,52,0,0,0,27,30,59,12,21,35,72,80,153,3,0,4,91,104,189,13,11,21,39,35,76,0,0,0,58,46,101,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,3,0,3,0,3,3,3,4,8,0,0,0,6,10,13,3,0,4,9,11,21,0,0,0,9,15,30,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,12,22,37,0,0,0,24,23,50,0,0,0,3,3,3,0,0,0,0,3,5,0,0,0,0,4,4,0,0,0,0,3,4,0,0,0,4,3,3,0,0,0,4,3,3,0,0,0,5,25,27,0,0,0,5,25,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,34,40,0,0,0,14,38,45,0,0,0,3,4,9,0,0,0,3,7,10,17,18,37,29,19,51,111,124
ILOC10200702,19,17,34,19,12,32,0,0,0,38,32,72,68,78,145,72,44,115,0,0,0,143,124,261,29,34,66,44,41,82,3,3,3,71,77,147,0,0,3,0,0,3,0,0,0,3,3,4,0,7,10,0,0,0,0,0,0,0,9,8,3,3,6,4,3,4,0,0,0,6,4,10,0,5,5,3,10,16,0,0,0,4,11,16,0,0,3,0,0,0,0,0,0,0,0,3,10,14,26,9,14,20,0,3,3,21,29,50,0,0,0,0,3,3,0,0,0,0,8,8,0,0,3,0,3,3,0,0,0,3,3,4,0,4,4,0,7,7,0,0,0,0,3,3,0,3,4,3,8,13,0,0,0,4,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,6,16,26,0,0,0,5,29,31,0,0,0,3,3,5,0,0,0,4,3,4,47,49,90,29,31,57,176,167
ILOC10200703,3,9,5,12,16,32,0,0,0,15,20,37,12,13,22,68,54,125,0,4,4,82,74,152,9,11,16,19,29,48,0,0,0,27,36,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,6,0,9,0,7,7,3,5,7,0,0,0,3,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,12,21,0,0,0,7,12,24,3,0,3,0,4,5,0,0,0,3,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,4,11,12,0,0,0,3,11,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,19,24,0,0,0,11,21,34,0,0,0,0,0,3,0,0,0,0,0,3,3,8,15,21,20,36,51,49
ILOC10200704,3,3,3,0,0,0,0,0,0,3,5,10,19,24,41,4,0,3,0,0,0,25,27,49,6,14,20,0,0,5,0,0,0,12,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,11,14,4,0,3,27,35
ILOC10200801,4,0,5,0,0,0,0,0,0,4,0,4,20,28,51,4,0,4,0,0,0,23,28,56,23,20,50,0,0,0,3,0,3,30,21,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,8,19,3,0,3,13,11
ILOC10200802,4,0,4,49,42,86,0,0,3,55,44,98,27,35,59,169,169,336,3,3,8,193,204,399,11,11,21,90,106,194,0,0,0,103,118,213,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,15,11,23,0,0,0,15,11,23,0,0,5,9,12,19,0,0,0,8,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,25,50,0,0,0,22,31,56,0,0,0,12,19,31,0,0,0,9,19,31,0,0,0,3,0,4,0,0,0,3,3,7,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,15,17,0,0,0,0,20,23,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,23,44,65,0,0,0,21,50,72,0,0,0,0,10,8,0,0,0,0,7,9,3,3,5,53,44,92,271,223
ILOC10200803,0,5,3,0,3,3,0,0,0,6,3,10,11,16,29,14,9,23,0,0,0,27,24,52,7,10,17,8,7,15,0,0,0,16,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,3,4,10,14,4,4,12,21,28
ILOC10200804,0,6,4,0,0,3,0,0,0,3,6,9,23,16,37,3,0,3,0,0,3,29,16,42,6,9,16,0,0,3,0,0,0,5,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,6
ILOC10200901,24,16,39,109,83,197,0,0,3,134,101,234,90,76,166,423,405,831,8,7,13,519,487,1009,50,42,90,277,277,555,10,0,7,331,321,652,0,4,3,13,23,37,0,0,0,16,28,40,0,0,0,10,14,20,0,0,0,10,11,23,3,0,10,41,40,78,0,0,0,46,47,85,3,3,11,29,59,92,0,0,0,38,64,100,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19,94,130,220,0,0,0,99,146,243,0,0,0,3,23,29,0,0,0,3,29,31,0,0,3,4,22,28,0,0,0,8,25,33,0,3,3,0,3,4,0,0,0,0,8,8,0,3,5,28,50,76,0,0,0,30,49,80,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,40,105,143,0,0,0,40,108,149,6,3,7,11,30,41,0,0,0,20,35,50,20,29,44,86,86,177,259,262
ILOC10200902,9,10,21,43,55,99,0,0,3,60,60,116,31,29,60,256,225,485,3,3,10,290,259,550,10,15,29,169,169,336,4,4,10,186,196,381,0,0,0,3,0,5,0,0,0,3,3,8,0,0,0,0,3,3,0,0,0,0,3,3,0,0,3,36,14,44,0,0,0,37,16,52,3,0,5,19,22,42,0,0,0,24,29,46,0,0,0,5,0,5,0,0,0,5,0,5,5,4,8,64,39,106,0,0,3,63,45,116,0,0,0,8,10,18,0,0,0,8,14,17,0,0,0,0,8,12,0,0,0,0,9,11,0,0,0,4,6,11,0,0,0,6,6,12,0,0,0,5,13,24,0,0,0,5,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,46,63,0,0,0,18,46,64,0,0,0,0,9,13,0,0,0,0,9,16,33,3,37,277,55,334,181,154
ILOC10201001,14,11,26,36,39,78,0,0,0,48,55,102,64,69,132,156,152,313,3,3,8,224,232,451,29,20,52,110,101,213,0,6,3,134,132,269,0,0,0,0,8,5,0,0,0,0,8,11,3,0,0,3,3,7,0,0,0,8,6,11,6,0,12,11,6,25,0,0,0,20,11,32,0,8,8,10,19,34,0,0,0,10,26,38,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18,33,35,67,0,0,0,41,50,87,0,0,0,3,7,9,0,0,0,3,7,13,0,0,0,8,5,10,0,0,0,8,7,16,0,0,0,3,8,7,0,0,0,3,8,7,0,3,3,12,28,43,0,0,0,10,36,46,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,22,51,77,0,0,0,20,60,80,0,0,0,8,14,19,0,0,0,8,14,19,14,18,36,57,76,136,201,242
ILOC10201002,10,5,18,44,53,97,3,0,3,53,62,116,44,38,82,229,262,496,9,7,20,288,313,599,35,33,68,145,137,278,3,0,8,187,168,350,0,0,0,3,0,4,0,0,0,3,4,4,0,0,0,0,8,8,0,0,0,0,4,4,0,0,0,21,12,30,0,0,0,20,12,31,5,0,5,10,13,28,0,0,0,13,17,30,0,0,0,0,0,3,0,0,0,0,0,3,4,3,3,36,28,69,0,0,0,40,37,74,0,0,0,5,16,23,0,0,0,5,18,24,0,0,0,0,8,8,0,0,0,0,11,11,0,0,0,4,5,9,0,0,0,4,5,9,0,0,0,3,19,23,0,0,0,3,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,44,62,0,0,0,17,52,68,0,0,3,10,15,24,0,0,0,11,16,28,14,19,31,58,57,116,301,280
ILOC10201003,3,7,12,13,19,26,0,0,0,13,21,38,26,19,46,51,51,100,3,0,4,80,70,148,16,17,30,41,35,78,0,0,0,57,50,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,4,5,3,0,0,0,3,9,8,0,0,0,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,8,17,0,0,0,11,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,3,9,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,12,0,0,0,6,10,12,3,0,3,0,0,0,0,0,0,3,0,3,13,6,17,28,28,56,76,75
ILOC10201101,84,77,166,313,353,666,8,0,7,405,429,839,389,350,742,1433,1339,2772,19,12,33,1845,1702,3546,223,266,486,1120,1109,2233,12,20,33,1358,1394,2753,13,15,24,33,44,75,0,0,0,46,59,104,4,13,20,38,44,82,0,0,0,38,64,102,19,27,44,114,108,220,0,0,0,134,132,267,19,36,54,134,207,342,0,0,0,150,244,399,0,0,3,4,3,10,0,0,0,8,6,7,54,90,140,322,410,735,0,3,3,376,503,878,7,14,21,58,115,172,0,0,0,65,127,193,0,4,4,32,78,110,0,0,0,32,86,115,3,8,11,25,60,91,0,0,0,28,71,95,6,7,18,126,229,357,0,0,6,132,248,377,0,0,0,3,3,11,0,0,0,3,3,11,13,36,48,249,489,737,3,0,4,263,528,794,10,15,23,67,100,172,0,0,0,76,119,194,154,98,247,410,407,820,1204,1259
ILOC10201102,42,24,60,166,133,304,0,0,0,212,154,363,129,112,235,753,736,1491,9,4,18,890,847,1737,77,80,162,514,525,1040,8,5,18,606,606,1214,4,9,8,10,16,25,0,0,0,7,21,34,0,0,8,9,16,21,0,0,0,6,20,30,11,6,15,55,36,90,0,0,0,68,40,106,4,8,15,31,80,102,0,4,3,31,87,121,0,0,0,4,0,4,0,0,0,4,0,4,22,23,48,95,145,244,0,4,9,121,170,290,0,5,6,23,49,70,0,0,0,20,57,78,0,0,0,8,20,28,0,0,0,8,21,27,0,0,0,11,23,32,0,0,0,11,23,32,3,5,5,26,87,119,0,0,0,32,93,126,0,0,0,0,0,0,0,0,0,0,0,0,4,13,19,70,181,246,0,0,0,74,193,268,0,0,0,20,51,70,0,0,0,19,55,70,36,35,67,201,216,416,583,590
ILOC10201201,3,3,7,0,0,0,0,0,0,3,3,7,7,9,18,0,0,0,0,0,0,7,9,18,5,7,9,0,0,0,0,0,0,5,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0
ILOC10201202,6,5,11,37,25,63,0,0,3,48,36,86,21,20,36,191,221,413,3,3,9,211,242,458,15,11,25,159,151,316,3,0,5,179,164,343,0,0,0,6,3,8,0,0,0,6,0,8,0,0,0,0,9,10,0,0,0,0,8,11,3,0,3,8,15,20,0,0,0,13,15,23,0,7,7,9,31,47,0,0,0,9,39,49,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,21,59,79,0,0,0,24,59,86,0,0,0,5,14,18,0,0,0,5,14,18,0,0,0,8,11,18,0,0,0,8,16,17,0,0,0,4,0,5,0,0,0,4,0,5,0,0,0,12,22,32,0,0,0,13,25,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,51,80,0,0,0,27,55,78,0,0,3,11,13,26,0,0,0,12,14,25,10,9,18,89,110,201,294,332
ILOC10201301,10,8,19,145,137,280,3,4,5,159,148,302,77,75,152,587,585,1171,8,21,31,668,677,1350,37,40,85,366,391,755,3,12,21,406,443,851,0,0,0,3,13,14,0,0,0,3,16,15,0,3,0,0,10,12,0,0,0,3,13,16,7,0,6,46,30,77,0,0,4,53,36,87,0,6,6,41,84,120,0,0,0,41,89,130,0,0,0,0,0,0,0,0,0,0,0,0,9,15,27,84,135,218,0,3,4,96,153,247,5,0,6,29,24,54,0,0,0,32,28,60,3,0,3,3,13,21,0,0,0,9,16,18,0,3,3,4,13,14,0,0,0,4,11,15,0,4,3,21,63,82,0,0,0,19,72,86,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14,54,120,172,0,0,0,61,127,184,4,0,6,5,36,46,0,0,0,12,42,46,8,16,26,172,172,341,502,542
ILOC10201401,6,9,15,40,36,74,4,0,6,49,48,94,33,37,76,204,197,409,4,7,11,246,246,490,15,29,39,159,162,321,5,0,4,177,195,366,0,0,0,3,3,5,0,0,0,3,4,9,0,0,0,4,3,8,0,0,0,4,3,8,0,0,3,13,10,24,0,0,0,16,17,31,0,0,0,13,29,42,0,0,0,9,29,44,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,30,49,78,0,0,0,29,53,84,3,0,3,10,33,49,0,0,0,19,34,54,0,3,3,3,18,24,0,0,0,3,23,29,0,0,0,5,17,21,0,0,0,5,17,21,0,3,3,20,38,55,0,0,0,20,40,61,0,0,0,0,0,0,0,0,0,0,0,0,4,7,13,38,111,145,0,0,3,47,118,158,0,3,8,3,9,13,0,0,0,8,18,19,13,6,16,68,70,135,154,162
ILOC10201402,0,0,0,22,25,46,0,3,3,24,29,52,17,17,33,101,103,208,0,0,0,125,121,243,8,9,15,65,80,148,5,0,4,77,90,175,0,0,0,3,3,4,0,0,0,3,3,3,0,0,0,0,6,4,0,0,0,3,6,7,0,0,0,11,5,13,0,0,0,7,5,13,0,0,0,5,12,21,0,0,0,5,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,28,42,0,0,0,20,28,45,0,0,0,8,5,18,0,0,0,8,5,18,0,0,0,3,5,3,0,0,0,3,5,3,0,0,0,3,3,8,0,0,0,3,3,8,0,0,0,4,11,14,0,0,0,4,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,46,0,0,0,15,34,49,0,0,0,0,3,5,0,0,0,0,3,5,7,3,9,47,57,103,133,143
